area_council,ward,community,sector,role_in_community,other_role_in_community,sex,age_in_completed_years,marital_status,occupation,other_occupation,physical_challenge,deaf,dumb,cripple,blind,amputee,has_other_physical_challenge,other_physical_challenge,community_existence,duration_in_community,community_duration_months,condition_of_roads,movement_easy_convenient,movement_difficult_inconvenient,transport_fare_high,too_many_accidents,public_power_supply,other_sources_of_electricity,hours_of_public_power,effect_of_power_condition,public_water_supply,private_boreholes,water_vendors,stream,hand_dug_wells,harvested_rain,most_impacted_by_water_supply,other_impacted_water_supply,healthcare_facility,teaching_hospital,specialist_hospital,private_hospital,maternity_health_center_or_dispensary,herbal_homes_traditional_birth_attendance,public_primary_healthcare_facility,functional_public_healthcare_facility,healthcare_residents_go_out_of_community,healthcare_increased_complications,healthcare_other_effect,healthcare_other_effect_non_functional,educational_institution,public_nursery_school,private_nursery_school,public_primary_school,private_primary_school,public_secondary_school,private_secondary_school,colleges_of_education_or_teacher_training,universities_polytechnics_research_institutions,other_types_educational_instutitions,other_educational_institutions,education_children_travel_long_distance,education_additional_costs,education_increased_danger_exposure,waste_mangement_system,who_manages_waste,waste_high_incidence_injury,waste_offensive_odour,waste_prevalence_of_diseases,waste_other_effects,other_waste_management_absence,services_supermarkets_departmental_stores,services_daily_markets,services_scheduled_markets,services_mobile_telephone_services,services_business_centres,services/Type_of_Services/hair_styling_t,services_fast_food_joints,services_other,services_other_services,services_market_available,market_facilities_access_roads,market_facilities_electricity,market_facilities_toilets,market_facilities_motor_parks,market_facilities_waste_refuse_dump,market_facilities_other,other_market_facilities,market_absence_effect_travel_long_distance,market_absence_effect_low_patronage,market_absence_effect_more_spent_to_markets,market_absence_effect_high_patronage,mtn_present,mtn_signal_strength,glo_present,glo_signal_strength,etisalat_present,etisalat_signal_strength,airtel_present,airtel_signal_strength,visafone_present,visafone_signal_strength,has_other_network,other_network_name,other_network_signal_strength,involved_in_budget_process,community_access_to_budget_document,respondent_awareness_of_project_in_budget,name_of_project_in_budget,project_in_budget_monitor_implementation,project_in_budget_ask_questions,project_in_budget_do_nothing,project_in_budget_get_media_attention,area_council_budget_community_writes_needs,area_council_budget_coummunity_consultation,area_council_budget_other,area_council_budget_other_ways,project_implemented_due_to_request,name_project_implemented_due_to_request,community_briefing_on_development,months_since_last_community_briefing,cda_present,cda_initiates_meetings_with_area_council,cda_writes_to_area_councils,cda_never_contacted_area_council,area_councils_initiate_meetings_with_cda,cda_work_with_area_council_other,other_cda_work_with_area_council,cda_gender_composition,priority_need_to_community,other_priority_need_to_community,gps_location_of_community,community_latitude,community_longitude,community_altitude,gps_precision,today,submission_time,submission_date
kuje,kujekwa,sabe,rural,ordinary_member,n/a,female,47,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,True,no,none_of_the_above,n/a,food_preservation,no,False,False,True,False,True,punctuality,n/a,under_construction,False,False,False,False,True,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,True,False,n/a,False,False,True,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T12:01:42,2016-08-05
kuje,rubochi,kulo,rural,youth_leader,n/a,male,32,single,civil_service,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,no,none_of_the_above,n/a,social_life,no,False,False,True,False,True,no_or_low_incidence_diseases,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,False,True,Non,False,False,False,True,False,True,False,True,patient_store,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,no,n/a,yes,strong,yes,weak,no,n/a,no,n/a,no,n/a,n/a,no,no,no,n/a,False,False,True,False,True,False,False,n/a,don_t_know,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,water,n/a,8.489333333333333 7.049701666666666 279.7 5.0,8.4893333333,7.0497016667,279.7,5,2016-08-04,2016-08-05T12:12:31,2016-08-05
kuje,rubochi,kulo,rural,ordinary_member,n/a,male,27,married,civil_service,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,26_to_30,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,social_life,no,False,False,True,False,True,other,None,yes,False,False,False,False,False,True,no,True,True,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,False,True,Non,False,False,False,True,False,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,no,n/a,yes,strong,yes,strong,no,n/a,no,n/a,no,n/a,n/a,no,no,don_t_know,n/a,False,False,True,False,False,False,True,Do Not Know,don_t_know,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,water,n/a,8.48953 7.049986666666666 321.0 4.3,8.48953,7.0499866667,321,4.3,2016-08-04,2016-08-05T12:12:43,2016-08-05
kuje,rubochi,ukya,rural,community_head,n/a,male,63,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,commercial_activities,no,False,False,True,False,False,long_distance_water_search,n/a,under_construction,False,False,False,False,True,False,no,True,False,False,n/a,yes,False,False,True,False,True,False,False,False,True,Junior secondary ,n/a,n/a,n/a,no,n/a,False,False,False,True,None,False,False,False,False,False,False,False,True,none,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,n/a,no,no,no,n/a,False,False,True,False,False,False,True,None,no,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,water,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T12:13:17,2016-08-05
kuje,rubochi,ukya,rural,ordinary_member,n/a,male,35,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,commercial_activities,no,False,False,True,False,False,other,None,under_construction,False,False,False,False,False,True,no,True,True,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,False,True,None,False,False,False,False,False,False,False,True,none,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,n/a,no,no,no,n/a,False,False,True,False,False,False,True,None,no,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,water,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T12:13:40,2016-08-05
kuje,rubochi,attako,rural,community_head,n/a,male,56,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,yes,n/a,none_of_the_above,commercial_activities,no,True,False,False,False,True,lot_money_buying_water,n/a,no,False,False,False,False,True,False,no,True,False,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,True,False,n/a,False,False,False,True,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,weak,yes,weak,yes,weak,yes,weak,no,n/a,no,n/a,n/a,no,no,no,n/a,False,False,True,False,False,False,True,None,no,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,primary_health,n/a,8.4617 6.996695 182.8 4.6,8.4617,6.996695,182.8,4.6,2016-08-04,2016-08-05T12:14:10,2016-08-05
kuje,rubochi,attako,rural,ordinary_member,n/a,female,23,married,unemployed,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,21_to_25,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,social_life,no,True,False,True,False,True,other,None,no,False,False,False,False,True,False,no,True,False,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,False,True,None,False,False,False,False,False,False,False,True,none,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,weak,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,no,no,no,n/a,False,False,True,False,False,False,True,None,no,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,primary_health,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T12:14:39,2016-08-05
kuje,yenche,dnago,rural,youth_leader,n/a,male,24,single,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,21_to_25,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,social_life,no,False,False,True,False,True,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,False,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,True,False,n/a,False,False,False,True,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,no,n/a,yes,strong,yes,weak,no,n/a,no,n/a,no,n/a,n/a,no,no,don_t_know,n/a,False,False,True,False,False,False,True,None,yes,Bore hole ,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,power,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T12:15:04,2016-08-05
kuje,yenche,dnago,rural,ordinary_member,n/a,male,21,single,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,21_to_25,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,commercial_activities,no,False,False,True,False,True,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,False,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,True,False,n/a,False,False,False,True,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,no,n/a,yes,strong,yes,weak,yes,weak,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,don_t_know,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T12:15:35,2016-08-05
kuje,gwargwada,tusha,rural,women_leader,n/a,female,32,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,household_management,no,False,False,True,False,True,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,False,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,True,False,n/a,False,False,False,True,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,no,n/a,yes,weak,yes,weak,no,n/a,no,n/a,no,n/a,n/a,no,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,yes,Bore hole,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,primary_health,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T12:16:14,2016-08-05
kuje,gwargwada,tusha,rural,ordinary_member,n/a,male,53,widow,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,16_to_20,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,food_preservation,no,False,False,True,False,True,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,False,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,False,False,False,True,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,weak,yes,weak,no,n/a,yes,weak,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,True,True,False,False,False,False,True,Do Not Know,don_t_know,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,market,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T12:16:37,2016-08-05
amac,kabusa,burum,rural,youth_leader,n/a,female,35,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,no,generators,n/a,social_life,no,False,False,True,False,False,long_distance_water_search,n/a,yes,False,False,False,False,False,True,no,True,True,False,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,False,False,n/a,False,False,False,False,False,False,False,True,kiosk,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,no,n/a,yes,weak,yes,weak,no,n/a,no,n/a,no,n/a,n/a,no,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,yes,School renovation,no,n/a,yes,False,True,False,False,False,n/a,more_men,power,n/a,8.8889084 7.43964168 422.5 5.0,8.8889084,7.43964168,422.5,5,2016-08-05,2016-08-05T14:38:38,2016-08-05
amac,kabusa,burum,rural,ordinary_member,n/a,female,15,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,11_to_15,n/a,non_graded,False,True,True,False,no,generators,n/a,food_preservation,no,False,False,True,False,False,long_distance_water_search,n/a,yes,False,False,False,False,False,True,no,True,True,False,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,False,False,False,False,False,False,False,True,no_market,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,yes,School renovation,no,n/a,yes,True,False,False,False,False,n/a,more_men,access_road,n/a,8.88892544 7.43957689 442.20001220703125 5.0,8.88892544,7.43957689,442.200012207,5,2016-08-05,2016-08-05T14:39:55,2016-08-05
kuje,kabi,duda,rural,ordinary_member,n/a,male,42,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,26_to_30,n/a,non_graded,True,True,True,True,no,generators,n/a,commercial_activities,no,False,False,True,True,True,high_incidence_diseases,n/a,yes,False,True,False,False,False,False,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,True,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,True,True,yes,weak,no,n/a,no,n/a,yes,weak,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,False,False,True,False,False,n/a,don_t_know,n/a,yes,36_or_more,yes,False,True,False,False,False,n/a,men_and_women,primary_health,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-05,2016-08-05T17:04:21,2016-08-05
gwagwalada,tungan_maje,tungan_maje,rural,community_head,n/a,male,80,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,no,generators,n/a,commercial_activities,no,True,True,False,True,True,lot_money_buying_water,n/a,yes,False,False,True,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,True,False,True,False,True,True,True,False,n/a,yes,False,False,False,False,False,True,No facility,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,False,False,True,False,False,n/a,no,n/a,no,n/a,yes,False,True,False,False,False,n/a,more_men,access_road,n/a,9.0605218 7.196707 0.0 400.0,9.0605218,7.196707,0,400,2016-08-04,2016-08-05T17:42:00,2016-08-05
gwagwalada,tungan_maje,tungan_maje,rural,ordinary_member,n/a,female,35,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,non_graded,False,True,False,False,no,generators,n/a,commercial_activities,no,True,True,False,False,True,lot_money_buying_water,n/a,yes,False,False,True,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,True,False,True,True,True,True,True,False,n/a,yes,False,False,False,True,False,False,n/a,n/a,n/a,n/a,n/a,yes,weak,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,False,True,Do Not Know,don_t_know,n/a,don_t_know,n/a,yes,False,True,False,False,False,n/a,men_and_women,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-05,2016-08-05T17:42:11,2016-08-05
amac,karshi,lekka,rural,ordinary_member,n/a,female,32,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,non_graded,False,True,True,True,no,renewable_energy,n/a,household_management,no,False,False,True,False,True,long_distance_water_search,n/a,no,False,False,False,False,True,False,no,True,True,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,False,False,False,False,False,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,True,False,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,True,False,n/a,yes,Primary school Classroom chairs,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,primary_health,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-05,2016-08-05T18:50:50,2016-08-05
amac,karshi,lekka,rural,community_head,n/a,male,34,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,26_to_30,n/a,non_graded,False,True,True,True,no,generators,n/a,household_management,no,False,False,True,False,True,high_incidence_diseases,n/a,no,False,False,False,False,True,False,no,True,True,False,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,False,False,False,False,False,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,True,False,no,n/a,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,n/a,no,no,no,n/a,False,False,True,False,False,True,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,True,False,False,False,False,n/a,men_and_women,primary_health,n/a,8.959404 7.3618323 0.0 3128.0,8.959404,7.3618323,0,3128,2016-08-05,2016-08-05T18:52:11,2016-08-05
gwagwalada,ibwa,ibwa_sarki,rural,youth_leader,n/a,male,32,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,True,no,generators,n/a,social_life,yes,n/a,n/a,n/a,n/a,n/a,long_distance_water_search,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,False,False,False,False,False,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,True,no,n/a,yes,weak,yes,strong,yes,weak,yes,weak,no,n/a,n/a,don_t_know,no,no,n/a,True,True,False,False,True,False,False,n/a,yes,Primary health care,no,n/a,yes,False,True,False,False,False,n/a,all_men,water,n/a,9.060595652053 7.0628257025838135 214.75143908358325 8.0,9.0605956521,7.0628257026,214.7514390836,8,2016-08-03,2016-08-05T18:52:25,2016-08-05
gwagwalada,ibwa,gurfata,rural,youth_leader,n/a,female,40,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,no,generators,n/a,social_life,no,True,False,True,True,True,long_distance_water_search,n/a,yes,False,False,False,False,False,True,no,True,True,False,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,False,False,False,False,False,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,True,yes,weak,yes,strong,yes,weak,yes,weak,no,n/a,no,n/a,n/a,yes,no,yes,Primary school,True,True,False,False,True,False,False,n/a,yes,Primary school,yes,36_or_more,yes,True,False,False,False,False,n/a,more_men,access_road,n/a,9.127761783530826 7.06003822248171 280.80940062052184 24.0,9.1277617835,7.0600382225,280.8094006205,24,2016-08-03,2016-08-05T18:52:53,2016-08-05
gwagwalada,tungan_maje,ungwan_samu,rural,ordinary_member,n/a,female,35,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,non_graded,False,True,False,False,no,generators,n/a,household_management,no,True,True,False,True,False,lot_money_buying_water,n/a,yes,False,False,True,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,True,False,True,False,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,False,False,True,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,False,True,False,False,False,n/a,more_men,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T19:04:06,2016-08-05
gwagwalada,tungan_maje,ungwan_samu,rural,community_head,n/a,male,56,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,no,generators,n/a,commercial_activities,no,True,True,False,True,False,lot_money_buying_water,n/a,yes,False,False,True,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,True,False,n/a,True,False,False,False,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,False,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,no,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,no,n/a,no,n/a,yes,False,True,False,False,False,n/a,more_men,primary_health,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-04,2016-08-05T19:04:57,2016-08-05
kuje,kabi,duda,rural,community_head,n/a,male,65,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,True,True,False,True,no,generators,n/a,commercial_activities,no,False,False,True,True,True,high_incidence_diseases,n/a,yes,False,True,False,False,False,False,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,False,False,True,False,False,False,False,False,n/a,yes,False,False,False,False,False,True,Non,n/a,n/a,n/a,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,n/a,no,no,no,n/a,False,True,False,False,True,False,False,n/a,no,n/a,yes,36_or_more,yes,False,True,False,False,False,n/a,men_and_women,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-05,2016-08-06T08:51:52,2016-08-06
kuje,yenche,gbede,rural,community_head,n/a,male,58,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,True,no,generators,n/a,commercial_activities,no,False,False,True,True,True,high_incidence_diseases,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,True,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,True,True,yes,weak,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,no,no,yes,Rehabilitation of the Primary Health Facility,False,True,False,False,True,False,False,n/a,no,n/a,no,n/a,yes,False,True,False,False,False,n/a,men_and_women,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-06,2016-08-06T08:52:14,2016-08-06
kuje,yenche,gbede,rural,ordinary_member,n/a,female,38,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,11_to_15,n/a,non_graded,False,True,True,True,no,generators,n/a,commercial_activities,no,False,False,True,False,True,high_incidence_diseases,n/a,yes,False,False,False,False,True,False,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,True,False,False,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,True,True,yes,weak,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,don_t_know,n/a,yes,36_or_more,yes,False,True,False,False,False,n/a,men_and_women,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-06,2016-08-06T08:52:24,2016-08-06
gwagwalada,ibwa,ibwa_sarki,rural,ordinary_member,n/a,female,32,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,True,no,all_of_the_above,n/a,social_life,yes,n/a,n/a,n/a,n/a,n/a,long_distance_water_search,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,False,False,False,False,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,no,n/a,yes,weak,yes,strong,yes,weak,no,n/a,no,n/a,n/a,yes,no,no,n/a,False,True,False,False,True,False,False,n/a,yes,Public health care center,no,n/a,yes,False,True,False,False,False,n/a,all_men,access_road,n/a,9.060975000000001 7.062550000000001 181.3 5.0,9.060975,7.06255,181.3,5,2016-08-03,2016-08-06T19:23:42,2016-08-06
gwagwalada,ibwa,gurfata,rural,community_head,n/a,male,43,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,True,no,all_of_the_above,n/a,social_life,no,True,False,True,True,False,high_incidence_diseases,n/a,yes,False,False,False,False,False,True,no,True,True,False,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,False,True,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,weak,yes,strong,yes,weak,yes,strong,no,n/a,no,n/a,n/a,yes,no,no,n/a,True,True,False,False,True,False,False,n/a,yes,"Public primary school, junior secondary school",yes,36_or_more,yes,False,True,False,False,False,n/a,more_men,access_road,n/a,9.127873333333334 7.0596499999999995 223.5 4.9,9.1278733333,7.05965,223.5,4.9,2016-08-03,2016-08-06T19:23:48,2016-08-06
